context,pun_word,alter_word,pun_word_sense,alter_word_sense,new_pun,user_pun
"lousy dates,and dining",mutton,nothing,meat from a mature domestic sheep,a quantity of no importance,yes,There's mutton wrong with dining on sheep meat during lousy dates.
"magician,into a drugstore",gauze,cause,(medicine) bleached cotton cloth of plain weave used for bandages and dressings,a justification for something existing or happening,yes,The magician that walked into a drugstore with a deep laceration was a gauze for concern.
"magician,into a drugstore",take,take,"get into one's hands, take physically","serve oneself to, or consume regularly",yes,The magician who walked into a drugstore couldn't take it anymore.
"magician,into a drugstore",raisin,reason,dried grape,a justification for something existing or happening,yes,The magician walking into a drugstore would eat dried grapes for no raisin.
"married,jokes",bored,board,a committee having supervisory powers,uninterested because of frequent exposure or indulgence,yes,The woman telling married jokes had no interest in going to the bored meeting.
"married,jokes",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,I guest right that I would be hospitably invited to listen to the guy telling married jokes.
"married,jokes",fuming,fuming,"be mad, angry, or furious",a cloud of fine particles suspended in a gas,yes,I was fuming at the gaseous man telling married jokes.
martini,fuming,fuming,"be mad, angry, or furious",a cloud of fine particles suspended in a gas,yes,I was fuming after consuming the gassy martini.
martini,mint,mean,"form by stamping, punching, or printing",destine or designate for a certain purpose,yes,"I was looking for a martini after stamping the coins, but it wasn't mint to be."
martini,cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,"After grabbing a martini, I had no cue where the pool table was."
masochist,mutton,nothing,meat from a mature domestic sheep,a quantity of no importance,yes,There's mutton wrong with the masochist eating sheep meat.
masochist,raisin,reason,dried grape,a justification for something existing or happening,yes,The masochist would eat dried grapes for no raisin.
masochist,throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,The masochist realized he was going the throng way when he saw the large gathering.
"merry-go-round,politicians",udder,other,mammary gland of bovids (cows and sheep and goats),not the same one or ones already mentioned or implied; - the White Queen,yes,The politicians on the merry-go-round went for an udder glass of milk.
"merry-go-round,politicians",mutton,nothing,meat from a mature domestic sheep,a quantity of no importance,yes,The politicians on the merry-go-round could find mutton to eat.
"merry-go-round,politicians",raisin,reason,dried grape,a justification for something existing or happening,yes,The politicians on the merry-go-round would eat dried grapes for no raisin.
"meteorologists,under the",reign,rain,the period during which a monarch is sovereign,water falling in drops from vapor condensed in the atmosphere,yes,The meteorologist fell under the reign of the monarch.
"meteorologists,under the",DRIFT,DRIFT,a large mass of material that is heaped up by the wind or by water currents,the pervading meaning or tenor,yes,The meteorologists would catch the drift when they were thrown under the bus.
"meteorologists,under the",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,"Flying under the radar, the meteorologists had no cue where the pool table is."
"miss,ex - lumberjack",weak,week,"wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings",any period of seven consecutive days,yes,The ex-lumberjack would miss his strength on this day of the weak.
"miss,ex - lumberjack",swallow,follow,pass through the esophagus as part of eating or drinking,"act in accordance with someone's rules, commands, or wishes",no,
"miss,ex - lumberjack",mutton,nothing,meat from a mature domestic sheep,a quantity of no importance,yes,There's mutton wrong for an ex-lumberjack to miss dessert to eat more sheep meat.
moby dick,sores,saw,an open skin infection,a power tool for cutting wood,yes,Moby Dick's hand was too saw to cut the wood.
moby dick,drills,drills,a tool with a sharp point and cutting edges for making holes in hard materials (usually rotating rapidly or by repeated blows),systematic training by multiple repetitions,yes,"After performing the drills, Moby Dick passed his class."
moby dick,fuming,fuming,"be mad, angry, or furious",a cloud of fine particles suspended in a gas,yes,Moby Dick was fuming at the cloud of gas.
"mother,little boy,grim does not pay",raisin,reason,dried grape,a justification for something existing or happening,yes,The mother and the little boy would eat dried grapes for any raisin.
"mother,little boy,grim does not pay",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,The mother and the little boy realized they were going the throng way when they saw the large gathering.
"mother,little boy,grim does not pay",sores,saw,an open skin infection,a power tool for cutting wood,yes,The mother noticed the little boy's hands were too saw to cut the wood.
"movie,beaver",rumor,humor,gossip (usually a mixture of truth and untruth) passed around by word of mouth,the trait of appreciating (and being able to express) the humorous,yes,Word of mouth is that the beaver in the movie has a bad sense of rumor.
"movie,beaver",mane,main,long coarse hair growing from the crest of the animal's neck,most important element,yes,The beaver's mane pet in the movie was a lion.
"movie,beaver",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,"In the movie, the beaver had no cue where the pool table is."
"movie,popular",ironic,iron,humorously sarcastic or mocking,home appliance consisting of a flat metal base that is heated and used to smooth cloth,yes,It was ironic that the movie about getting wrinkles out of clothes was so popular.
"movie,popular",rumor,humor,gossip (usually a mixture of truth and untruth) passed around by word of mouth,the trait of appreciating (and being able to express) the humorous,yes,Word of mouth is that the popular movie has a good sense of rumor.
"movie,popular",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,"In the popular movie, they had no cue where the pool table was."
"never die,tailors",dyed,die,color with dye,pass from physical life and lose all bodily attributes and functions necessary to sustain life,no,
"never die,tailors",gauze,cause,(medicine) bleached cotton cloth of plain weave used for bandages and dressings,a justification for something existing or happening,yes,"Though they would never die, the bandages on the tailors' arms were still a gauze for concern."
"never die,tailors",mutton,nothing,meat from a mature domestic sheep,a quantity of no importance,no,The tailors that never die agreed there's mutton wrong with eating sheep meat.
"off,interpreters,die",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,The interpreters saw the large gathering die off and realized they were going the throng way.
"off,interpreters,die",marooned,marooned,leave stranded on a desert island without resources,a dark purplish-red to dark brownish-red color,yes,The interpreters die off after they were marooned on the dark red island.
"off,interpreters,die",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,"Despite the friendly invitation, he guest he was being sent off after the interpreters died."
"opera,orchestra conductors",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The orchestra conductors at the opera had no cue where the pool table was.
"opera,orchestra conductors",Caesars,scissors,conqueror of Gaul and master of Italy (100-44 BC),an edge tool having two crossed pivoting blades,yes,The orchestra conductors at the opera were conquered for trying to cut the tape with a pair of Caesars.
"opera,orchestra conductors",tenor,tender,(of a musical instrument) intermediate between alto and baritone or bass,given to sympathy or gentleness or sentimentality,yes,
"out,husbands,fires",take,take,"get into one's hands, take physically","serve oneself to, or consume regularly",no,
"out,husbands,fires",raisin,reason,dried grape,a justification for something existing or happening,yes,The husbands that put out the fires wouldn't eat dried grapes for any raisin.
"out,husbands,fires",cover,cover,bedding that keeps a person warm in bed,a false identity and background (especially one created for an undercover agent),no,The husbands went under cover after putting out the fires.
peasant,ironic,iron,humorously sarcastic or mocking,home appliance consisting of a flat metal base that is heated and used to smooth cloth,yes,It's ironic that the peasant learned how to get wrinkles out of clothes.
peasant,crop,crop,the yield from plants in a single growing season,the stock or handle of a whip,yes,The plant yield made a bad crop for the peasant.
peasant,rich,rich,possessing material wealth,"containing plenty of fat, or eggs, or sugar",yes,The peasant felt rich after eating the stick of butter.
"pepper,salt",solution,solution,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,a method for solving a problem,yes,Salt and pepper is the solution to making the chicken less bland.
"pepper,salt",bay,day,the sound of a hound on the scent,a period of opportunity,yes,The salt and pepper hound was having a bad bay.
"pepper,salt",loathe,loaf,find repugnant,a shaped mass of baked bread that is usually sliced before eating,yes,The salt and pepper was overwhelming on the loathe of bread.
"photographers,people",dyed,die,color with dye,pass from physical life and lose all bodily attributes and functions necessary to sustain life,yes,"After the people joined the photographers, they all dyed."
"photographers,people",take,take,"get into one's hands, take physically","serve oneself to, or consume regularly",yes,The photographers have a new take on the people.
"photographers,people",cover,cover,bedding that keeps a person warm in bed,a false identity and background (especially one created for an undercover agent),yes,The photographers didn't realize the people were under cover at the linen department.
"place,dairy farmers",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,The dairy farmers realized they were in the throng place when they joined the large crowd.
"place,dairy farmers",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,She guest right that the dairy farmers would invite her to their place.
"place,dairy farmers",crop,crop,the yield from plants in a single growing season,the stock or handle of a whip,yes,
politics,State,State,the territory occupied by one of the constituent administrative districts of a nation,the way something is with respect to its main attributes,yes,The governor's politics were an interesting state of affairs.
politics,privately,private,kept private or confined to those intimately concerned,an enlisted man of the lowest rank in the Army or Marines,yes,The low-ranking soldier privately kept his politics to himself.
politics,throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,"Talking about politics, they realized they were in the throng as the crowd descended upon them."
"pop singer,bought,house",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,I guest right that the pop singer would invite me to the new house they bought.
"pop singer,bought,house",mint,mean,"form by stamping, punching, or printing",destine or designate for a certain purpose,yes,"The pop singer relocated his coin collection to the house he bought, but it wasn't mint to be."
"pop singer,bought,house",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The pop singer that bought the house had no cue where the pool table was.
"prodigal son,bad  day",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),yes,The fat prodigal son was having a bad day after having to weight in line.
"prodigal son,bad  day",reign,rain,the period during which a monarch is sovereign,water falling in drops from vapor condensed in the atmosphere,yes,The monarch's prodigal son was having a bad day after the reign on his parade.
"prodigal son,bad  day",boring,boring,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,the act of drilling,yes,"Having a bad day, the prodigal son wasn't interested in going to the boring class."
"psychotic,florist",clogged,clogged,footwear usually with wooden soles,loaded with something that hinders motion; -Dryden,yes,The psychotic florist called in for work because his shoes clogged him down.
"psychotic,florist",curs,cure,an inferior dog or one of mixed breed,a medicine or therapy that cures disease or relieve pain,yes,"Despite obtaining the curs, the florist found no relief for her psychotic behaviors."
"psychotic,florist",dyed,die,color with dye,pass from physical life and lose all bodily attributes and functions necessary to sustain life,yes,
push the envelope,take,take,"get into one's hands, take physically","serve oneself to, or consume regularly",no,
push the envelope,diplomatically,diploma,with diplomacy; in a diplomatic manner,a document certifying the successful completion of a course of study,yes,They diplomatically push the envelope for those who completed the course.
push the envelope,throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,no,"As they push the envelope, they realize they're going the throng way when they saw the large gathering of people."
refereed,draw,draw,the finish of a contest in which the score is tied and the winner is undecided,make a mark or lines on a surface,yes,The artist refereed the draw.
refereed,presently,present,at this time or period; now,something presented as a gift,yes,"After being refereed, he presently handed out the gifts."
refereed,phased,faze,a particular point in the time of a cycle; measured from some arbitrary zero and expressed as an angle,disturb the composure of,yes,The guy that was refereed was going through a faze when his composure was disturbed.
"rough,gardener",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,The rough gardener saw a large gathering of people and realized he was going the throng way.
"rough,gardener",creek,creak,a natural stream of water smaller than a river (and often a tributary of a river),"make a high-pitched, screeching noise",yes,The rough gardener was stumped on how he would source water from the creak.
"rough,gardener",sores,saw,an open skin infection,a power tool for cutting wood,yes,
"scientist,liquid chemicals,problem",fuming,fuming,"be mad, angry, or furious",a cloud of fine particles suspended in a gas,yes,The scientist was fuming over the problem of the liquid chemicals creating a gaseous cloud.
"scientist,liquid chemicals,problem",developing,developing,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",make visible by means of chemical solutions,yes,The liquid chemicals were developing a problem for the scientist.
"scientist,liquid chemicals,problem",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The scientist with the liquid chemicals problem had no cue where the pool table was.
"she be in,governor' s daughter,daughter",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,no,
"she be in,governor' s daughter,daughter",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),yes,"The governor's obese daughter said ""Weight on me!"""
"she be in,governor' s daughter,daughter",boring,boring,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,the act of drilling,no,"The governor's daughter should be in drilling class, but she thought it was too boring."
"shoe sales,to,selection",presently,present,at this time or period; now,something presented as a gift,yes,I was presently at the shoe sales to receive my gift selection.
"shoe sales,to,selection",clogged,clogged,footwear usually with wooden soles,loaded with something that hinders motion; -Dryden,yes,"I tried to see the selection at the shoe sales, but the entrance was clogged."
"shoe sales,to,selection",weak,week,"wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings",any period of seven consecutive days,yes,"To see the selection of the weak, I observed the shoe sales the cowardly people went to."
singing,fuming,fuming,"be mad, angry, or furious",a cloud of fine particles suspended in a gas,yes,She was fuming at the gaseous cloud around her while singing.
singing,cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,"When he finished singing, he had no cue where the pool table is."
singing,lovingly,love,with fondness; with love,a score of zero in tennis or squash,yes,She was singing about lovingly scoring zero in the tennis match.
sleeping,guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,"After being hospitably invited into their home, I guest I would be sleeping soon."
sleeping,err,air,to make a mistake or be incorrect,a distinctive but intangible quality surrounding a person or thing,no,
sleeping,creek,creak,a natural stream of water smaller than a river (and often a tributary of a river),"make a high-pitched, screeching noise",yes,
"soap,getaway,stole",raisin,reason,dried grape,a justification for something existing or happening,yes,"After the getaway stole the soap, he ate dried grapes for any raisin."
"soap,getaway,stole",limelight,lime,a focus of public attention,the green acidic fruit of any of various lime trees,yes,The getaway that stole the citrus soap was back in the limelight.
"soap,getaway,stole",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,The getaway that stole the soap realized she was in the throng as the crowd descended upon her.
"stuffing,advice,bad",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,no,
"stuffing,advice,bad",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),yes,The large person decided to weight on the bad advice to eat more stuffing.
"stuffing,advice,bad",cover,cover,bedding that keeps a person warm in bed,a false identity and background (especially one created for an undercover agent),no,It was bad advice to stay under cover.
sunrise,maine,main,a state in New England,most important element,yes,The Maine reason I wanted to go to New England was the sunrise.
sunrise,bay,day,the sound of a hound on the scent,a period of opportunity,yes,The hunter's dog was having a bad bay at sunrise.
"symptom,bank",testily,test,in a petulant manner,a set of questions or exercises evaluating skill or knowledge,yes,The symptom was the bank testily evaluating my knowledge.
"symptom,bank",sores,saw,an open skin infection,a power tool for cutting wood,yes,"After leaving the bank, the symptom was my hands were too saw to cut wood."
"symptom,bank",mint,mean,"form by stamping, punching, or printing",destine or designate for a certain purpose,yes,"The man with a symptom at the bank tried to stamp coins, but it wasn't mint to be."
"symptom,bank",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The man with the symptom at the bank realized he had no cue where the pool table is.
"take,elevators",spin,spin,a distinctive interpretation (especially as used by politicians to sway public opinion),the act of rotating rapidly,yes,There's a new spin on why you should take the elevators.
"take,elevators",sores,saw,an open skin infection,a power tool for cutting wood,yes,I take the elevators instead of finishing building the staircase because my hands were too saw to cut wood.
"take,elevators",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,"After I take the elevators, I guest right that she would hospitably invite me into her apartment."
"trip,vacation,nuclear physicist",spent,spent,spend completely,drained of energy or effectiveness; extremely tired; completely exhausted,no,
"trip,vacation,nuclear physicist",haven,heaven,a sheltered port where ships can take on or discharge cargo,any place of complete bliss and delight and peace,no,
"trip,vacation,nuclear physicist",radiating,radiating,send out rays or waves,"experience a feeling of well-being or happiness, as from good health or an intense emotion",no,The nuclear physicist was radiating while planning his vacation trip.
"under,quilters,die",gauze,cause,(medicine) bleached cotton cloth of plain weave used for bandages and dressings,a justification for something existing or happening,yes,The quilters die under the gauze of the injury.
"under,quilters,die",raisin,reason,dried grape,a justification for something existing or happening,yes,"Rolling his die under the quilters, Frank decided he'd eat dried grapes for no raisin."
"under,quilters,die",eagle,equal,any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight,"having the same quantity, value, or measure as another",yes,
"university presidents,die,lose their",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,"After the university presidents lose their die, they realize they're going the throng way when they see the large gathering."
"university presidents,die,lose their",diplomatically,diploma,with diplomacy; in a diplomatic manner,a document certifying the successful completion of a course of study,yes,"After the university presidents lose their die, they diplomatically hand out course completion certificates."
"university presidents,die,lose their",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),yes,"After the obese university presidents  lose their die, they decide not to weight in line."
"up,watch",sores,saw,an open skin infection,a power tool for cutting wood,yes,"Looking up at my watch, I realized my hands were too saw to cut the wood."
"up,watch",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,She guest that he would hospitably invite her up to receive a new watch.
"up,watch",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),yes,"Looking up at his watch, the obese man decided he wasn't going to weight in line."
"wage,trapeze artist",Marx,mark,founder of modern communism; wrote the Communist Manifesto with Engels in 1848; wrote Das Kapital in 1867 (1818-1883),a number or letter indicating quality (especially of a student's performance),yes,The communist trapeze artist left bad Marx on his wage.
"wage,trapeze artist",weak,week,"wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings",any period of seven consecutive days,yes,The trapeze artist wasn't impressed with her wage for the weak.
"wage,trapeze artist",checked,checked,place into check,block or impede (a player from the opposing team) in ice hockey,yes,The trapeze artist on a wage checked the hockey player in a Chess match.
wedding,guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,I guest right that I would be hospitably invited to attend the wedding.
wedding,weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),yes,The fat guy wasn't going to weight in line to attend the wedding.
wedding,Caesars,scissors,conqueror of Gaul and master of Italy (100-44 BC),an edge tool having two crossed pivoting blades,yes,The attendants at the wedding were conquered for using a pair of Caesars.
"never die,tailors",pullet,bullet,young hen usually less than a year old,a projectile that is fired from a gun,no,
"never die,tailors",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,I would've guest that tailors get a lot of visitors.
"never die,tailors",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),no,Tailors don't have the patience to weight on large customers.
"building,jump off,allegedly,threatened,man",adoringly,door,with adoration,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,no,
"calendar,twelve months,thief,stole",handy,hand,useful and convenient,the (prehensile) extremity of the superior limb,no,
"calendar,twelve months,thief,stole",count,count,determine the number or amount of,have faith or confidence in,no,You can count on a calendar to let you know what day it is.
"25 cent,profit",net,net,an open fabric of string or rope or wire woven together at regular intervals,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),yes,The 25 cent profit was enough to net a new rope purchase
"25 cent,profit",quarterly,quarter,of or relating to or consisting of a quarter,a United States or Canadian coin worth one fourth of a dollar,yes,I made a 25 cent profit from renting a quarter to the traveler
"always,hockey players,terrible chess players",oddly,odds,in a strange manner,the ratio by which one better's wager is greater than that of another,yes,
"wage,trapeze artist",ironic,iron,humorously sarcastic or mocking,home appliance consisting of a flat metal base that is heated and used to smooth cloth,yes,The trapeze artist was unronically wearing wrinkled clothes.
"wage,trapeze artist",spent,spent,spend completely,drained of energy or effectiveness; extremely tired; completely exhausted,no,
"wage,trapeze artist",franc,frank,the basic monetary unit in many countries; equal to 100 centimes,characterized by directness in manner or speech; without subtlety or evasion,yes,The trapeze artist kicked out the French man in a franc manner.
"magician,into a drugstore",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,The guessed walked into the drugstore and met a magician
"magician,into a drugstore",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The magician missed his clue on when to stop the show
"magician,into a drugstore",floor,floor,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure)",the parliamentary right to address an assembly,yes,
carnival,flag,flag,communicate or signal with a flag,become less intense,yes,The carnival was flagged to let people know what to expect.
"carnival,county",aria,area,an elaborate song for solo voice,a particular environment or walk of life,yes,The carnival featured an aria just for rich people.
"carnival,county",coupe,coop,a car with two doors and front seats and a luggage compartment,a farm building for housing poultry,yes,
"take,elevators",floor,floor,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure)",the parliamentary right to address an assembly,no,
"take,elevators",bay,day,the sound of a hound on the scent,a period of opportunity,no,
"take,elevators",branch,branch,"a division of a stem, or secondary stem arising from the main stem of a plant",a division of some larger or more complex organization,no,
"magician,into a drugstore",illusions,delusion,an illusory feat; considered magical by naive observers,a mistaken or unfounded opinion or idea,yes,The magician is an expert at making you see delucions
"magician,into a drugstore",adoringly,door,with adoration,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,yes,The magician did not shower much and had a very bad door
"married,jokes",pin,pin,ascribe blame or guilt for something to (someone),attach or fasten with pins,yes,The couple wrote many married jokes with the new pin
"insomnia,awake",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,no,
"insomnia,awake",high,high,at a great altitude,slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana),yes,I've been awake for 20 hours. I've been too high.
"insomnia,awake",blowup,blowup,a violent release of energy caused by a chemical or nuclear reaction,an unrestrained expression of emotion,no,The blowup made my insomnia even worse.
"movie,popular",maine,main,a state in New England,most important element,yes,The maine actor of the movie was from the Northeast.
"movie,popular",look,look,"examine so as to determine accuracy, quality, or condition",perceive with attention; direct one's gaze towards,yes,The movie was so popular I had to take a closer look.
"movie,popular",keep,keep,hold and prevent from leaving,store or keep customarily,yes,I like to keep my movies in a safe.
"merry-go-round,politicians",throne,throw,"the chair of state for a monarch, bishop, etc.",get rid of,yes,The politicians all want the power and the throw
"meteorologists,under the",waned,rain,become smaller,precipitate as rain,yes,It wained just like the meteorologist projected
"meteorologists,under the",atmosphere,atmosphere,a particular environment or surrounding influence,the mass of air surrounding the Earth,yes,"The meteorologists don't party, they don't like that atmosphere"
"knocker,said,try,not answering",floor,floor,"the inside lower horizontal surface (as of a room, hallway, tent, or other structure)",the parliamentary right to address an assembly,no,
"knocker,said,try,not answering",pointless,pointless,not having a point especially a sharp point,serving no useful purpose; having no excuse for being,yes,It was pointless to keep trying to get the person who was not answering to respond.
"knocker,said,try,not answering",point,point,a brief version of the essential meaning of something,sharp end,no,
"building,jump off,allegedly,threatened,man",loftily,loft,in a lofty manner,floor consisting of open space at the top of a house just below roof; often used for storage,no,
"building,jump off,allegedly,threatened,man",drop,drop,change from a waking to a sleeping state,let fall to the ground,yes,The man who threatened to jump off the building was about to drop.
"building,jump off,allegedly,threatened,man",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,no,
"married,jokes",rumor,humor,gossip (usually a mixture of truth and untruth) passed around by word of mouth,the trait of appreciating (and being able to express) the humorous,yes,The best married jokes include rumor.
"married,jokes",boring,boring,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,the act of drilling,yes,Married jokes don't work when the people are boring.
"married,jokes",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,
"she be in,governor' s daughter,daughter",delivery,delivery,the act of delivering or distributing something (as goods or mail),your characteristic style or manner of expressing yourself orally,yes,The governor's daughter had a great delivery.
"she be in,governor' s daughter,daughter",maine,main,a state in New England,most important element,no,
"she be in,governor' s daughter,daughter",bay,day,the sound of a hound on the scent,a period of opportunity,yes,
"cross - eyed teacher,teacher",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The cross-eyed teacher didn't have a cue where the ball was.
"cross - eyed teacher,teacher",arms,arms,a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb,any instrument or instrumentality used in fighting or hunting,no,
"cross - eyed teacher,teacher",bay,day,the sound of a hound on the scent,a period of opportunity,yes,
"soap,getaway,stole",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,The guessed at the hotel stole a soap and got away
"soap,getaway,stole",mint,mean,"form by stamping, punching, or printing",destine or designate for a certain purpose,yes,The soap I stole was in mean condition!
"soap,getaway,stole",haven,heaven,a sheltered port where ships can take on or discharge cargo,any place of complete bliss and delight and peace,yes,I tole a soap and ran to my safe heaven
"scientist,liquid chemicals,problem",degree,degree,an award conferred by a college or university signifying that the recipient has satisfactorily completed a course of study,a position on a scale of intensity or amount or quality,yes,The scientist couldn't tell the degree to which the liquid chemicals was a problem.
"she be in,governor' s daughter,daughter",alarmed,alarmed,experiencing a sudden sense of danger,a device that signals the occurrence of some undesirable event,yes,The governor's daughter was alarmed that they slept 14 hours.
"she be in,governor' s daughter,daughter",wholeheartedly,heart,without reserve; without reservation,an area that is approximately central within some larger region,yes,The governor's daughter wholeheartedly believed that they were the center of the universe.
beagles,bombshell,bombshell,an entertainer who has a sensational effect,an explosive bomb or artillery shell,yes,The beagles found a bombshell in the park and it turned into quite the local story
beagles,hounded,hounded,pursue or chase relentlessly,any of several breeds of dog used for hunting typically having large drooping ears,yes,"The beagles were chased by larger dogs, they were hounded"
beagles,franc,frank,the basic monetary unit in many countries; equal to 100 centimes,characterized by directness in manner or speech; without subtlety or evasion,yes,"The beagles are always honest, they are quite Franc animals"
"disputes,church",privately,private,kept private or confined to those intimately concerned,an enlisted man of the lowest rank in the Army or Marines,yes,Church disputes should not be handled privately.
"disputes,church",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,yes,We often have disputes over who wore the thong outfit.
"disputes,church",racket,racket,a loud and disturbing noise,a sports implement (usually consisting of a handle and an oval frame with a tightly interlaced network of strings) used to strike a ball (or shuttlecock) in various games,yes,Chuch disputes can get violent with rackets.
"magician,into a drugstore",mutton,nothing,meat from a mature domestic sheep,a quantity of no importance,no,
"magician,into a drugstore",throng,wrong,a large gathering of people,that which is contrary to the principles of justice or law,no,
"magician,into a drugstore",spin,spin,a distinctive interpretation (especially as used by politicians to sway public opinion),the act of rotating rapidly,no,
"shoe sales,to,selection",take,take,"get into one's hands, take physically","serve oneself to, or consume regularly",no,
"shoe sales,to,selection",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,no,
"shoe sales,to,selection",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),no,I'll weight to see a wider selection of clothes.
"photographers,people",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,no,
"photographers,people",developing,developing,"grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment",make visible by means of chemical solutions,yes,The photos by the photographers were developing great.
"photographers,people",bay,day,the sound of a hound on the scent,a period of opportunity,no,
"she be in,governor' s daughter,daughter",lovingly,love,with fondness; with love,a score of zero in tennis or squash,yes,The governor's daughter lovingly sponsored the tennis match.
"she be in,governor' s daughter,daughter",adoringly,door,with adoration,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,yes,My daughter would adoringly put my drawings on her door.
"shoe sales,to,selection",swept,swept,sweep with a broom or as if with a broom,overwhelm emotionally,yes,
"cross - eyed teacher,teacher",pointless,pointless,not having a point especially a sharp point,serving no useful purpose; having no excuse for being,yes,"The cross eyed teacher did not like writing with pens, it was pointless to her"
"cross - eyed teacher,teacher",look,look,"examine so as to determine accuracy, quality, or condition",perceive with attention; direct one's gaze towards,yes,The cross eyed teacher kept the test answers look in her drawer
